age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
37,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,70,1
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,1
34,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,Male,45,0
52,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,0
36,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0
28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,9,0
68,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
32,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,0
64,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,23,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,0
31,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
67,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,10,0
29,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,37,0
67,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,16,0
41,State-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,1
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,36,0
51,Private,12th,Divorced,Transport-moving,Unmarried,White,Male,50,0
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,0
21,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,0
28,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,35,0
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
21,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
28,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
31,Private,9th,Never-married,Sales,Not-in-family,White,Male,43,1
27,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,45,0
34,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
25,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,0
34,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
40,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
21,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,35,0
25,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,25,0
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
19,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,30,0
49,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,0
36,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,47,0
32,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,40,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,32,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,10,0
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,0
26,Private,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,40,0
24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,0
22,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,20,0
26,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,0
22,Private,9th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,0
41,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
18,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
24,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,0
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,17,0
45,Local-gov,Masters,Divorced,Prof-specialty,Own-child,White,Female,55,0
38,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,0
53,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Male,40,0
32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
17,Private,11th,Never-married,Sales,Own-child,Black,Female,30,0
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,0
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,0
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,0
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
67,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,White,Female,40,0
38,Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,40,0
25,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,0
33,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,40,0
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
24,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,0
23,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,40,0
48,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,20,0
34,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,0
35,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,0
36,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,0
24,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,40,0
60,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
64,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,20,0
22,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,35,0
27,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,Female,65,0
36,State-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,60,0
27,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,30,0
52,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,40,0
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,0
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,24,0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,80,0
38,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,30,0
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,1
50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1
17,Self-emp-inc,10th,Never-married,Craft-repair,Own-child,White,Male,40,0
25,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,40,0
19,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
18,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
27,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,40,0
39,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,60,0
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
19,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,35,0
32,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,40,0
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
46,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,0
65,Private,11th,Widowed,Sales,Other-relative,White,Female,20,0
57,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
48,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,32,0
27,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,0
65,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,15,0
47,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
17,Private,9th,Never-married,Craft-repair,Own-child,White,Female,16,0
38,Local-gov,5th-6th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,0
38,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
39,Self-emp-not-inc,HS-grad,Never-married,Sales,Other-relative,White,Female,4,0
52,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,0
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,1
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,30,0
56,Private,Masters,Never-married,Sales,Not-in-family,White,Male,50,0
37,Self-emp-not-inc,11th,Divorced,Prof-specialty,Unmarried,Black,Female,30,0
59,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,55,1
31,Private,9th,Never-married,Craft-repair,Not-in-family,Other,Male,45,0
22,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,20,0
48,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,60,1
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
53,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,10,0
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,24,0
59,Private,Prof-school,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,50,0
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
39,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,45,0
60,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,35,0
38,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,56,0
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,0
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
26,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,20,0
32,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,60,0
25,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,20,0
43,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
66,Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,11,0
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
35,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
22,Private,Some-college,Never-married,Other-service,Own-child,White,Male,16,0
46,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
33,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,35,0
26,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,0
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
45,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,0
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Other,Female,6,0
19,Private,11th,Never-married,Sales,Own-child,White,Male,20,0
27,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,99,0
42,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0
38,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,1
44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,64,1
37,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,60,0
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,1
42,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,45,0
80,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,20,0
61,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,0
23,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,0
48,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,50,0
71,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
49,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,6,0
39,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,50,0
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,25,0
67,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,25,0
50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
56,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,0
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,0
26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27,Private,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,White,Female,40,0
43,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,0
31,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,35,1
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,35,0
22,Private,Assoc-voc,Never-married,Other-service,Own-child,Black,Female,36,0
20,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,35,0
39,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,0
27,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
41,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Male,40,0
31,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,0
41,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,20,0
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
29,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Male,40,1
22,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,50,0
62,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,91,0
29,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Other,Female,40,0
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,70,1
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0
20,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Female,40,0
65,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,36,0
37,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
43,Local-gov,HS-grad,Divorced,Tech-support,Not-in-family,Black,Female,40,0
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,60,1
28,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,35,0
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
33,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,0
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
27,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0
41,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,40,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
55,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
30,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,8,0
54,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Female,50,0
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
34,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Female,25,0
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,45,0
22,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,37,0
37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,1
52,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,40,0
57,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
48,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,48,0
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,45,0
30,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,25,0
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
